INVOICE_NO,ITEM_ID
B516070360/14900000,"14511983,14728935,14798985,2205588,2205906,2207782,2846071,3300594,3305806,3339568,3370905,3430224,5409591"
216071456,115985
216075583,13226594
W016078820,14890095
W016077092,2379026
W016073778,"135115,3154456"
CX47346769,3317137
O516070009,2208697
316075055,14208678
W016071343,2827074
216077106,3071101
306072053,14787097
W016074956,15035970
CX47347953,3424049
216077344,3340317
316071046,"14838965,14849881,15006045"
1616070847/普00871195,14819946
216076805,70980
W016075267,142715
W016077737,3238634
W016074850,14888074
1616071459/88761788,15531971
W016075071,14681017
6881600310,14790248
6K01600121,"15323074,15334133"
316076190,14935991
316070629,225608
306070216,"136150,1746,3105068,3298569,3416691"
316072393,"14836104,15313214,9869587,9964587"
CX48010300,"1234,1237"
2316070934,"133442,14930153,1754,2209931,23004,3197188"
2316070345,"3313274,7068592"
216070470,"2797101,3243434,3298637,3326167,9337592"
216071171,"12229587,2205560"
CX47346192,"14564875,14564933,14565081,14566408,3217351,3240556"
616070401,14511819
A716070570,"10851588,135888,14109590,14199592,14199607,14199989,14437730,14476724,14583727,14584736,14597733,14729886,14748315,14923065,14923072,14929997,15060859,3179710,3323717,3343436,6529635"
316074923,"129895,14301743,143630,14728145,2208705,3250439,6212594"
2316071255,183067
2316070740,718462
216070716,"3249398,3328620"
216074716,"70447,70448"
K516070038,15058972
316072086,14782177
306071763,"133936,1718,3430669"
216076018,15221034
316072627,3249681
CX47348221,88411
D616070679,2205965
616070725,3297173
1616070227,"14481833,14671860,14980086,15157064,15192100"
216070760,"134852,134853,134856,134868,1746,1754,232058,70447,70448,70511,87945,88624"
CX47345964,3326173
216070091,11372587
W016073330,2205048
316070382,3179669
316079183,3074070
W016074239,14278720
306071345,14263700
216071235,3366176
316075132,"2172804,2182803"
A716070551,15028902
W016077897,3330613
CX47347908,2781072
306070808,3417268
CX47346111,14846373
316070936,"15127974,4265601"
6841601153,"15306063,15549964"
3416070295,15051992
O516070741,70589
316072326,143119
W016071733,2207947
W016075621,15452100
CX47346910,"14818300,3203293,3250502"
6E01600521,15288975
316071121,3243722
316070669,15042872
616070611,"1029,2976076"
A716070172/10930371,88519
216075162,3217384
316074737,3326946
316079167,14694818
3831600353,14711974
W016078417,14270842
216073097,14967400
306070720,3197407
2316071265,14691262
W016071158,126597
W016068203,209108
W016076767,3184418
2316071464,98015
2316070710,14988030
316072788,"10633591,12606594,14752924,14952048,15164048,15242242,15464055,1708,18,216,232058,2766069,3180615,3245540,3250673,3304495,3323670,336,3392816,3395092,5683587,6022589,6022592,6022594,629,6370589,6600587,70435,87388,91"
216076750,88563
316077882,"3312039,4725587"
CX47347256,148653
W016075319,134590
316078146,15163965
216070818,3370941
316074130,15170964
W016077152,"3547605,3761587"
2316071837,3217047
6I01600580,"14790248,14929876"
216071192,6971591
1616070073,15193974
316073940,"3244550,70297"
3416070089,15280990
306071105,14512736
5416070099,15288975
306070969,134580
W016078960,3325268
306070581,8163587
3416070100,15031996
CX47348277,15169967
CX48010326,2885074
316072815,14839896
316076722,10731810
316078183,94
1616070019/79213651,"14787526,14789044,14809864,14810112"
2316071997,15002391
W016072053,"3197304,3197306,3216844,3219373,3222245,3266420,3417581"
CX47346011,1708
316076407,"15363023,3179669,3250360"
W016077344,150840
306071811,14812195
316075178,14762031
216076104,"11922606,123517,125741,125963,126233,126813,126834,126995,128968,1307777,132753,132950,132985,133002,133271,133277,133280,133281,133283,133349,133355,133408,134153,134628,135385,135434,135563,136146,1379780,140985,141843,14260636,143752,14564540,14565373,14565575,14680977,14681756,14691138,14703792,14703848,14703879,14703905,14704004,14704010,14704032,14704078,14704079,14704181,14704182,14704183,14704405,14704441,14704465,14704483,14704521,14704525,14748032,14748850,14752920,14800918,14870472,14894387,149110,149213,149890,149950,15004043,150059,15016092,150236,1698,1708,1751787,2090818,2219795,2248991,2249008,2263044,2451017,2496017,2696039,2911097,3124109,3143115,3191271,3201502,3206608,3217384,3219316,3223014,3242196,3245338,3246004,3249308,3296539,3304174,3308787,3308811,3309039,3310482,3318155,3322449,3323946,3326173,3327815,3328620,3335075,3335400,3336856,3337143,3372437,3423874,3431124,3844596,5403587,5847587,70057,70148,70324,70349,70415,70435,70447,70509,70511,750485,87118,87120,87755,87945,88064,88411,88443,88444,88518,88870,9694587,98,991639"
216074412,"118336,126383,126660,132548,132985,2797101,3217350,564385,70415,87991"
616070183,"14843872,14852865,3179684,3235917"
316077322,3179359
1616071178/88761589,"15137076,15137077,15137092,15137094,15137096"
316072376,"14816056,14894273,15189038,15436065"
216072365,141873
306071623,15016891
316076962,15220033
W016071210,3216258
316073066,14462723
306071379,174082
316078473,15220033
W016070902,15205957
2316071548,3298048
6891601058,15288976
216075142,"148716,148735,149855,2991072,3083071,3250538,3321334,3342023,3404260,3412231,3547599,3843369,3865941,76021"
306071853,"137743,151080,70327,88222"
216076608,6624591
216076850,3343636
W016075196,3221299
1616071382/88761741,"15037958,15047904,15078912,15104957,15242187,15242188,15526998,15540004"
CX48011778,3395366
P516070113,15288976
316073303,"11161590,11162589,11948587,13539591"
W016071762,3417486
316075177,"14934186,15071180,15137039,15140213"
CX48010410,3342294
2316070654,132613
6F01600266,"15306063,15307088"
306071520,"131795,134228"
W016070487,2205832
CX48010432,3374531
316072661,"142284,14728982,3429276"
316072336,70980
W016076475,"137452,141126,14711973,147246,14925349,15011893,3206043,3310953,4877587,87121"
2316070703,8922604
216077390,"14997990,15157023,15157024,15313083"
306070742,5372590
W016074864,3395920
W016079117,15293033
W016070610,3331132
W016068157,8929650
316074799,14960857
W016073441,135382
CX47347815,14703710
W016075554,"135935,1708"
316075633,14773863
W016077269,1929787
316079237,15276164
216071053,"1300764,140938,142960,148486,149092,149674,149722,14976919,150001,150002,231320,3241584,846602,88284"
CX47348522,"14243595,14401737,14427725,14565264,3316044"
CX47346929,125963
W016072613,"3222222,88477"
W016076691,3339596
1616070966,15336249
216071715,1343776
216074841,8929650
2316071093,"2097797,966631"
316079159,"126170,2379036,2380022,3174164"
3811600146,15314002
316076033,9899587
216077141,3206685
3416070132,"14528755,15279007,15372063,15383972,15562960"
316075881,"14797029,14797030"
316073422,3807427
306071446,"3179508,3243632,3412227,3423673,3783339"
216076710,"3397652,6277589"
316076204,"14498729,14712099,70349"
W016074131,3190743
W016073305,3060074
306070796,6763588
316071763,14817904
CX47345792,14573725
5416070000,15336248
316075357,14988996
316076773,15220033
216077240,15242382
216072577,"126542,126597,126672,132983"
2316072002,14475739
2316070537,138434
316077921,"14722987,14741890,14963883,3247291,3318672,3343829,3387594,3771607,3783031,3843418,4264603,49054,8196588,9575588,9944594"
216073524,"15153978,15183996"
B516070105/01838828,13001587
316077352,5913591
316078385,70874
316077552,15490103
CX48010708,"1227,3021078,3374580"
2316070014,2808072
316077904,14787521
1616071341/88761704,15455982
CX47346395,6816587
W016071318,3328493
316072956,"3722792,3865821,4140601"
3416070256,15288972
W016075244,2209376
216077532,"14839895,14951903"
216072410,3206373
316079063,3246399
306070289,3166116
CX47346105,3204507
316075972,"14490751,3242018"
316071423,566388
W016072155,135448
616070159,"15046866,3248345"
CX47346298,3245963
216076472,116037
316079825,143133
216073868,14678826
316071636,3307469
216077728,87945
W016074971,3417486
216072469,3223014
216075565,"14753944,8197588"
6811600210,14766878
306070221,"143579,14995879,3417470"
B516070093/01838748,3207632
W016077142,1745
W016074890,1707
B516070124/01838838,2205447
W016071780,"2205721,2205906,2205961"
316077463,14729891
W016073951,3191377
W016071047,2846071
2316071533,"3418239,3431221"
W016072882,"139199,3297401"
316072511,"15201025,232157,70265"
316078170,15083604
306071251,14930064
316074108,3390395
CX47347922,3307017
2316071615,3217330
CX47346583,"3400493,5639588"
D616070334,"2205573,2208001,2208002,2208057,2208060,2242347,6526591"
CX48011820,"14789455,2205580,2242359"
306071346,15102152
W016074946,1708
1616070954,15570048
216078173,"132982,135050,2899072,9337587"
CX47346829,8186587
B516070534,13257590
1616071414,15331043
316071920,14813574
W016072608,3245258
W016073941,15037903
CX47345945,15493976
A716070499/17830839,14851905
216072541,1708
316078986,15006126
W016075361,3224804
CX47348719,"125989,126744,129024,2425040,98013"
W016078041,3397188
316071153,14847867
O516070057,14702132
CX47348059,14728213
CX47346467,3310482
W016071335,3245899
6A01600497,15334133
216070992,2901183
W016072240,138043
A716070085/00014978,"14313756,14479758,15163082,15163997"
A716070485/17661782,"14511741,3387581"
CX47347106,14993893
W016077827,147030
2316070860,3341650
216075248,15268974
K516070188,15051992
B516070041/14899975,"2886076,2897070,3379902,73012,902,904,905"
1616071632,"15103999,15336249,15495961"
316070869,3323544
W016070454,14548766
306070064,"3412223,3412224,3412225"
216072857,14816056
216071435,"3336431,3336596"
316078362,14935991
216075119,2991068
1616071155/88761566,14952234
2316071768,15015957
W016072091,88224
W016078288,"132551,14192596,3423470"
6B01600351,15334133
316070180,"103,126524,126693,126995,131627,1323784,134580,134640,135344,1883793,2206042,2442248,3216671,3249375,3324827,70099,70415,864622,87348,87496,91"
316075762,"130736,150213"
W016070682,"1707,23004"
W016073735,70325
216074564,70589
316076139,13214588
216074065,14863021
306071931,14401737
316073335,"14564495,15110106,1929787,2812,3216410,87552"
316074956,"134178,14494783,14865872,3395131"
W016074826,142648
O516070518,"135778,1645786,3340317,3383441,4538595,7037599"
316074379,14990878
216074263,15242551
2316070219,3190425
CX47345362,"14728213,3326173"
W016077209,134584
6891601072,"14929876,15336004"
216071920,138454
CX47345978,77029
W016076512,3190669
A716070600,"1103763,14329763"
W016075653,892629
W016078482,6971591
316076775,4400590
316071799,128461
216077023,"1628795,6545589,8928590"
3416070092,15073919
B516070100/01838826,14550844
W016072359,3842597
316072020,14748246
CX48010419,"3321854,3374580"
2316071373,3368984
6821600333,14857858
CX47345992,"15367960,15542976"
3416070118,"14766878,14846430,14887862,14988891,15058972,15189014,15189015,15429963"
W016073953,3341653
W016075595,1885797
W016074405,3197304
616070587,3310612
216070975,15142117
6D01600104,"14241597,14270731"
316070942,"14526723,14873985,14883029,14883036,14887899,15264000"
316075030,15388142
W016072126,"2205007,3367855"
316074818,"15304978,3241690"
316078477,3304084
316074316,"126824,219655,232156"
CX47348090,"87140,9693590"
316079353,"15130015,3429712"
CX47348319,"23004,5262593,70447,87945"
W016075976,1708
W016073061,1301771
216076851,3330484
216075616,14671779
CX47345239,"135434,2206573,3245338,4709595"
306071320,"129681,14870032,15436055,3241903"
CX48011965,"14799080,2205835,3239479,3394007"
316072229,15493985
316078440,"14703651,14784039,172052"
316075799,15078930
CX48010674,3380056
W016073059,135836
D616070066,"15489016,3248766"
316072736,133447
1616070188,15547004
306071971,"1725799,1728785,3387711"
316073917,"15104001,15242249,15366966,15405991,15421066"
W016072919,1347780
1616071253,"11667587,14141594,14191598,15002577,15140960,15140961,15140964,15220962,15348978,15512018,15587004,15634983"
306070320,"14354733,15002350,15140982,15192255,15192257,15196972,15196987,15231043,3247954"
2316070565,"11918587,2324017"
316077708,"14760948,14815906,14864055,5372590"
316077914,"148665,3200238"
K516070168,15280990
W016072289,152201
316079428,3379206
B516070232/01839131,18
216072554,"123103,123159,135251,3206373,3306320"
1616070091/79213700,14534724
306071836,"14329764,14865872,70250"
306070815,134579
216072177,15052082
316075567,"1754,70448"
1616071537/88761850,"15553982,15589174,15640964,15653963"
CX47345682,3330609
W016076471,3245537
3416070168,"14782210,14813467,15288976,15351219,15472045"
316079764,3189373
216074336,"3240906,3243715,3306253"
216077571,"12946596,599401"
W016071045,"118350,1214751,126672,133024,231021,70435"
A716070564,123127
216077145,"100016,11482587,1227742,125731,125735,125741,126078,126081,126165,126176,126516,126522,126538,126542,126564,126793,126824,126932,126993,126995,127510,128847,128880,128941,128997,129068,129223,129623,129745,130007,130157,130605,130680,130737,130744,131018,13226594,13250607,132987,13528590,14208661,14208662,14208665,14208670,14208671,14208672,14208679,14208680,14208683,14208687,14208696,14208703,14208704,14215607,14215613,14215616,14215619,14215622,14215624,14316754,14337735,14345804,14387723,14407734,14422729,14492732,14512224,14542728,14714797,14721278,14728145,14737921,14743077,14785861,14785886,14787938,14790820,14797188,14802921,14811886,14816932,14827242,14827585,14836014,14924084,15002767,15017010,15018885,15059859,15069865,15083246,15083898,15112959,15207956,172052,1725797,174072,183067,193073,196092,197104,2010796,203110,2069803,2096795,219563,230921,233275,2425040,2535020,264314,2797101,3087158,3114083,3154455,3167127,3176218,3184265,3196371,3243299,3248003,3248008,3322763,3325077,3335289,3337481,3365652,3387711,3389884,3396244,3429174,4642627,5372588,70057,70064,70068,70415,70589,7062587,70896,71502,71584,8365587,849605,9524589,9752587,98013,9899587,99011"
CX47348033,3217075
W016071750,"3431716,3772226,70374"
CX47348172,3204432
616071058,"1095,1192,1412,1415,15168010,3374580"
316078850,"1007631,14834153,3312220"
316070727,14671730
1616070879/88761425,15455982
W016077895,4049587
W016072163,134723
